park_name,postcode,website,staticcaravanparks_url,telephone,no_pitches,pitch_fees,season_pitches_box_found,data_source,county,town,region,region_fallback_used,status,chain
Roman Camp Caravan Park,NR27 9ND,https://www.romancampcaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/norfolk/roman-camp-caravan-park,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Norfolk,Aylmerton,General East,yes,listings not scraped,
Sandy Gulls Caravan Park,NR11 8DF,https://www.sandygulls.co.uk,https://www.staticcaravanparks.co.uk/parks/norfolk/sandy-gulls-caravan-park,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Norfolk,Mundesley,General East,yes,no sales found,
Shepherds Port,PE31 7RB,https://www.mcdonnellcaravans.co.uk,https://www.staticcaravanparks.co.uk/parks/norfolk/shepherds-port,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Norfolk,Snettisham,General East,no,listings,McDonnell Caravans
Tall Trees Caravan Park,PE31 7AS,http://www.talltreesheacham.co.uk,https://www.staticcaravanparks.co.uk/parks/norfolk/tall-trees-caravan-park,01485 570 361,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Norfolk,Heacham,General East,no,enquire,
Tuddenham Caravan Park,NR29 3QW,https://www.tuddenhamcaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/norfolk/tuddenham-caravan-park,01493 730 845,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Norfolk,Ormesby St. Margaret with Scratby,General East,no,enquire,
Waveney River Centre Park,NR34 0BT,https://tingdeneholidayparks.com,https://www.staticcaravanparks.co.uk/parks/norfolk/waveney-river-centre-park,,,,,master_parks_working.csv (Confirmed - part of existing scraper coverage),Norfolk,Burgh St. Peter,General East,no,listings not scraped,Tingdene Holiday Parks
Waveney Valley Lakes,IP20 0EJ,https://www.waveneyvalleylakes.co.uk,https://www.staticcaravanparks.co.uk/parks/norfolk/waveney-valley-lakes,01986 788 676,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Norfolk,Wortwell,General East,no,enquire,
White Horse Caravan Park,PE36 6LH,https://www.mcdonnellcaravans.co.uk,https://www.staticcaravanparks.co.uk/parks/norfolk/white-horse-caravan-park,,388.0,,,master_parks_working.csv (Confirmed - ukparks.com directory),Norfolk,Holme next the Sea,General East,yes,listings,McDonnell Caravans
Woodhill Park,NR27 9PX,https://www.woodhill-park.com,https://www.staticcaravanparks.co.uk/parks/norfolk/woodhill-park,01263 512 242,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Norfolk,Runton,General East,yes,listings not scraped,
Woodlands Caravan Park,NR26 8TU,https://www.woodlandscaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/norfolk/woodlands-caravan-park,01263 823 802,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Norfolk,Bodham,General East,no,listings not scraped,
Cogenhoe Mill Holiday Park,NN7 1NA,https://www.meadowbay.com,https://www.staticcaravanparks.co.uk/parks/northamptonshire/cogenhoe-mill-holiday-park,01604 890 579,,,,master_parks_working.csv (Confirmed - ukparks.com directory),West Northamptonshire,Cogenhoe and Whiston,Central England,no,no sales found,Meadow Bay
Cosgrove Leisure Park,MK19 7JP,http://www.cosgrovepark.co.uk,https://www.staticcaravanparks.co.uk/parks/northamptonshire/cosgrove-leisure-park,01908 563 360,,,,master_parks_working.csv (Found (in original directory)),West Northamptonshire,Cosgrove,Central England,no,enquire,
Whitehill Caravan Park,BT44 0HG,http://www.whitehillcaravans.com,https://www.staticcaravanparks.co.uk/parks/northern-ireland/whitehill-caravan-park,02828 885533,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Mid and East Antrim,Mid and East Antrim,Northern Ireland,no,enquire,
Annalong Holiday Park,BT34 4TJ,https://www.chestnuttholidayparks.com/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/annalong-caravan-park,02843 768 248,,,,classify_new_batch.py (not in original reference table),"Newry, Mourne and Down","Newry, Mourne and Down",Northern Ireland,no,enquire,Chestnutt Holiday Parks
Ballyferris Holiday Park,BT22 2LA,https://www.sandycove.co.uk,https://www.staticcaravanparks.co.uk/parks/northern-ireland/ballyferris-holiday-park,02842758200,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Ards and North Down,Ards and North Down,Northern Ireland,no,listings not scraped,Sandy Cove
Ballyhalbert Holiday Park,BT22 1BJ,http://www.lifestylehomesireland.com/package/ballyhalbert-holiday-park/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/ballyhalbert-holiday-park,02891 464 323,,,,master_parks_working.csv (Found (in original directory)),Ards and North Down,Ards and North Down,Northern Ireland,no,blocked,
Ballyness Caravan Park,BT57 8TN,http://www.ballynesscaravanpark.com/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/ballyness-caravan-park,028 2073 2393,,,,master_parks_working.csv (Found (in original directory)),Causeway Coast and Glens,Causeway Coast and Glens,Northern Ireland,no,enquire,
Ballywhiskin Caravan and Camping Park,BT22 2LY,http://www.ballywhiskincaravanandcamping.com/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/ballywhiskin-caravan-and-camping-park,023 9186 2262,,,,master_parks_working.csv (Found (in original directory)),Ards and North Down,Ards and North Down,Northern Ireland,no,blocked,
Blairs Caravan Park,BT56 8EW,http://blairscaravans.com/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/blairs-caravan-park,02870 823537,,,,master_parks_working.csv (Found (in original directory)),Causeway Coast and Glens,Causeway Coast and Glens,Northern Ireland,no,blocked,
Bonnys Caravan Park,BT33 0PD,http://www.bonnys.net/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/bonnys-caravan-park,+44 (0)28 4372 2351,,,,master_parks_working.csv (Found (in original directory)),"Newry, Mourne and Down","Newry, Mourne and Down",Northern Ireland,no,blocked,
Carrick Dhu Caravan Park,BT56 8LS,https://www.causewaycoastandglens.gov.uk/see-do/caravan-parks/carrick-dhu-caravan-park,https://www.staticcaravanparks.co.uk/parks/northern-ireland/carrick-dhu-caravan-park,02870 823 712,,,,master_parks_working.csv (Found (in original directory)),Causeway Coast and Glens,Causeway Coast and Glens,Northern Ireland,no,no sales found,
Castle Archdale Caravan Park,BT94 1PP,http://www.castlearchdale.com/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/castle-archdale-caravan-park,02868 621 333,,,,master_parks_working.csv (Found (in original directory)),Fermanagh and Omagh,Fermanagh and Omagh,Northern Ireland,no,no sales found,
Chestnutt Caravan Park,BT34 4LW,http://www.chestnuttholidayparks.com/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/chestnutt-caravan-park,02841 762 653,,,,master_parks_working.csv (Found (in original directory)),"Newry, Mourne and Down","Newry, Mourne and Down",Northern Ireland,no,enquire,Chestnutt Holiday Parks
Clareview Leisure Park,BT93 1RF,http://www.clareviewleisure.com/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/clareview-leisure-park,02868631588,,,,master_parks_working.csv (Found (in original directory)),Fermanagh and Omagh,Fermanagh and Omagh,Northern Ireland,no,blocked,
Cloughey Holiday Village,BT22 1JB,http://www.lifestylehomesireland.com/package/cloughey-holiday-park/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/cloughey-holiday-village,,,,,master_parks_working.csv (Found (in original directory)),Ards and North Down,Ards and North Down,Northern Ireland,no,blocked,
Cranfield Holiday Park,BT34 4LJ,http://www.cranfieldcaravanpark.co.uk/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/cranfield-holiday-park,02841762572,,,,master_parks_working.csv (Found (in original directory)),"Newry, Mourne and Down","Newry, Mourne and Down",Northern Ireland,no,blocked,
Cushendun Caravan Site,BT44 0PX,http://www.glenscoastcaravanparks.com,https://www.staticcaravanparks.co.uk/parks/northern-ireland/cushendun-caravan-site,028 217 612 54,,,,master_parks_working.csv (Found (in original directory)),Causeway Coast and Glens,Causeway Coast and Glens,Northern Ireland,no,enquire,
Deighans Caravan Park Deacons Caravans,BT49 0LQ,http://deighanscaravans.com/,https://www.staticcaravanparks.co.uk/parks/northern-ireland/deighans-caravan-park-deacons-caravans,02877 750 557,,,,master_parks_working.csv (Found (in original directory)),Causeway Coast and Glens,Causeway Coast and Glens,Northern Ireland,no,no sales found,
Hilltop Holiday Park,BT56 8PD,https://www.blairsholidayparks.com,https://www.staticcaravanparks.co.uk/parks/northern-ireland/hilltop-holiday-park,0287082 3537,,,,master_parks_working.csv (Confirmed - multi-park operator),Causeway Coast and Glens,Causeway Coast and Glens,Northern Ireland,no,enquire,
Murlough Cottage Caravan Park,BT33 0LN,https://www.murloughcottage.com,https://www.staticcaravanparks.co.uk/parks/northern-ireland/murlough-cottage-caravan-park,02843 722 906,,,,master_parks_working.csv (Confirmed - ukparks.com directory),"Newry, Mourne and Down","Newry, Mourne and Down",Northern Ireland,no,blocked,
Ringbuoy Caravan Park,BT22 1JD,https://www.facebook.com/ringbuoycaravanpark,https://www.staticcaravanparks.co.uk/parks/northern-ireland/ringbuoy-caravan-park,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Ards and North Down,Ards and North Down,Northern Ireland,no,blocked,
Rockmore Caravan Park,BT22 2PJ,https://www.rockmorecaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/northern-ireland/rockmore-caravan-park,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Ards and North Down,Ards and North Down,Northern Ireland,no,no sales found,
Sandycove Holiday Park,BT22 2JZ,https://www.sandycove.co.uk,https://www.staticcaravanparks.co.uk/parks/northern-ireland/sandycove-holiday-park,02842758200,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Ards and North Down,Ards and North Down,Northern Ireland,no,listings not scraped,Sandy Cove
Sunnyholme Caravan Park,BT33 0JY,https://www.bonnys.net,https://www.staticcaravanparks.co.uk/parks/northern-ireland/sunnyholme-caravan-park,02843 722739,,,,master_parks_working.csv (Confirmed - ukparks.com directory),"Newry, Mourne and Down","Newry, Mourne and Down",Northern Ireland,no,blocked,
Allendale Caravan Park,NE47 9QF,http://www.allendale-holidays.co.uk/,https://www.staticcaravanparks.co.uk/parks/northumberland/allendale-caravan-park,01434 683 362,,,,master_parks_working.csv (Found (in original directory)),Northumberland,Allendale,North East,no,blocked,
Amble Links Coastal Retreat & Holiday Park,NE65 0SD,https://www.parklink.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/amble-links-coastal-retreat-holiday-park,0808 231 5572,,,,classify_new_batch.py (not in original reference table),Northumberland,Amble by the Sea,North East,yes,listings,
Beadnell Bay Caravan Park Ltd,NE67 5BX,https://www.beadnellbaycaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/beadnell-bay-caravan-park-ltd,01665 720526,,,,master_parks_working.csv (Confirmed - ukparks.com directory),,,,,no sales found,
Beadnell Hall Caravan Park,NE67 5AT,http://beadnellhall.co.uk/,https://www.staticcaravanparks.co.uk/parks/northumberland/beadnell-hall-caravan-park,,,,,master_parks_working.csv (Found (in original directory)),Northumberland,Beadnell,North East,no,no sales found,
Bluebell Farm Caravan Park,NE70 7QE,http://www.bluebellfarmbelford.com/,https://www.staticcaravanparks.co.uk/parks/northumberland/bluebell-farm-caravan-park,01668 213362,,,,master_parks_working.csv (Found (in original directory)),Northumberland,Belford,North East,no,blocked,
Border Forest Caravan Park,NE19 1TF,http://www.borderforest.com/,https://www.staticcaravanparks.co.uk/parks/northumberland/border-forest-caravan-park,01830 520 259,,,,master_parks_working.csv (Found (in original directory)),Northumberland,Rochester,North East,no,enquire,
Budle Newton Caravan Park,NE70 7EE,http://www.budlebaycampsite.co.uk/,https://www.staticcaravanparks.co.uk/parks/northumberland/budle-newton-caravan-park,01668 214 598,,,,master_parks_working.csv (Found (in original directory)),Northumberland,Belford,North East,no,blocked,
Clearsky Lodge Park,NE48 1EL,http://www.clearskylodgekielder.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/clearsky-lodge-park,01434 250251,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Northumberland,Kielder,North East,no,enquire,
Coquet Moor Caravan Park,NE65 9AL,https://www.coquetmoor.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/coquet-moor-caravan-park,01665 713 786,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Northumberland,Warkworth,North East,no,enquire,
Coquet View Holiday Park,NE65 0SW,http://www.coquetviewpark.co.uk/,https://www.staticcaravanparks.co.uk/parks/northumberland/coquet-view-holiday-park,01665 712 721,,,,master_parks_working.csv (Found (in original directory)),Northumberland,Warkworth,North East,no,listings,
Coquetdale Caravan Park,NE65 7RU,http://coquetdaleholidaypark.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/coquetdale-caravan-park,01669 620549,,,,master_parks_working.csv (Found (in original directory)),Northumberland,Whitton and Tosson,North East,no,listings not scraped,
Heathergate Country Park,NE46 2NN,https://www.heathergate.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/heathergate-country-park,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Northumberland,Hexham,North East,no,blocked,
Highburn House,NE71 6EE,https://www.highburn-house.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/highburn-house,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Northumberland,Wooler,North East,no,no sales found,
Kaims Country Park,NE70 7JT,http://www.maguirescountryparks.co.uk/kaims-country-park,https://www.staticcaravanparks.co.uk/parks/northumberland/kaims-country-park,01668 213991,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Northumberland,Adderstone with Lucker,North East,no,listings,Maguires Country Parks
Low Haber Caravan Park,NE47 8HH,https://www.parmontleyhall.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/low-haber-caravan-park,01434 345 202,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Northumberland,West Allen,North East,no,listings not scraped,
Seafield Caravan Park,NE68 7SP,https://www.seafieldpark.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/seafield-caravan-park,01665 720 628,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Northumberland,North Sunderland,North East,no,listings not scraped,
Seldom Seen Caravan Park,NE49 0NE,https://www.seldomseencaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/seldom-seen-caravan-park,01434 320 571,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Northumberland,Haltwhistle,North East,no,blocked,
South Meadows,NE70 7DP,https://www.southmeadows.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/south-meadows,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Northumberland,Belford,North East,no,listings not scraped,
Yont The Cleugh Caravan Park,NE49 0QN,https://www.yontthecleugh.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/yont-the-cleugh-caravan-park,01434 320274,,,,master_parks_working.csv (Confirmed - for sale content found),Northumberland,Coanwood,North East,no,no sales found,
Milestone Caravan Park,NG23 6JE,https://www.milestonepark.co.uk,https://www.staticcaravanparks.co.uk/parks/nottinghamshire/milestone-caravan-park,01636 821 244,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Nottinghamshire,Cromwell,Central England,no,no sales found,
Bluewood Park,OX7 6UJ,https://www.bluewoodlodges.com,https://www.staticcaravanparks.co.uk/parks/oxfordshire/bluewood-park,01608659946,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Oxfordshire,Churchill,South East,no,no sales found,
Three TTT Water Sports,OX29 7QW,https://www.3twatersports.co.uk,https://www.staticcaravanparks.co.uk/parks/oxfordshire/three-ttt-water-sports,01865 300 621,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Oxfordshire,Standlake,South East,no,no sales found,
Chesterfield Country Park,TD13 5YH,https://www.shorewoodlg.co.uk/chesterfield,https://www.staticcaravanparks.co.uk/parks/scotland/chesterfield-country-park,01368 830459,,,,master_parks_working.csv (Found (in original directory)),Scottish Borders,Scottish Borders,Scotland,no,blocked,Shorewood
Riverview Caravan Park,DD5 4NN,https://www.riverview.co.uk,https://www.staticcaravanparks.co.uk/parks/scotland/riverview-caravan-park,01382 535471,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Angus,Angus,Scotland,no,enquire,Riverview
Seaton Estate Holiday Park,DD11 5SZ,https://www.seatonestate.co.uk,https://www.staticcaravanparks.co.uk/parks/scotland/seaton-estate-holiday-park,01241815713,,,,master_parks_working.csv (Found (in original directory)),Angus,Angus,Scotland,no,listings,
